seconds,points,two_p,two_pm,value
45955,343,169,84,389
39619,377,143,64,297
10179,37,15,4,52
18258,74,38,11,59
46300,383,71,33,287
26994,113,53,17,131
10592,50,42,16,51
33069,173,117,57,125
39349,196,100,50,245
39726,316,97,54,432
27318,196,67,39,214
40539,214,112,53,216
12802,88,47,33,104
38555,236,98,57,269
34166,174,68,41,201
30076,201,55,23,203
4354,25,18,5,14
27169,242,158,91,219
26381,174,60,37,195
36408,253,113,64,303
31922,267,163,78,233
192,3,0,0,2
22198,187,74,39,154
194,0,0,0,1
6626,51,18,8,30
40053,258,101,50,227
13246,48,40,15,21
33107,214,88,34,217
39615,225,146,65,229
41615,346,203,107,346
1518,2,1,1,-1
27713,138,96,58,210
40387,333,243,133,388
35664,231,140,77,204
51673,200,76,30,201
4689,17,13,4,19
31419,175,89,39,190
19675,155,49,19,114
445,6,0,0,1
38179,204,84,37,205
43828,149,57,27,258
31109,247,185,99,212
33339,140,54,28,193
27473,100,50,26,134
48262,306,151,68,278
46839,340,197,103,331
33993,233,169,102,326
1155,4,2,1,5
40781,275,102,37,172
41161,440,190,100,489
77,0,0,0,1
33659,250,128,71,219
359,1,0,0,2
1217,3,2,1,-5
15160,69,46,22,32
36085,294,77,44,207
52960,308,178,78,441
52396,366,219,142,565
9279,55,22,12,64
52351,401,147,69,317
37274,188,97,48,233
22583,95,59,32,66
34311,224,140,90,328
34906,253,101,54,209
29093,171,75,35,71
15286,95,9,4,24
43411,350,103,53,258
55579,246,99,49,367
16622,114,62,33,156
37251,264,220,112,243
35609,335,129,63,293
43976,326,195,92,329
34282,140,57,26,148
12778,65,21,10,44
32370,263,164,99,314
35539,176,67,31,200
16092,66,23,11,41
23212,158,40,26,129
279,2,1,1,2
42693,356,190,106,393
27423,146,46,27,127
42133,243,116,71,327
28734,235,59,28,228
15967,96,36,11,87
280,0,0,0,-1
26306,196,117,75,266
8486,44,27,15,37
24615,140,37,17,150
19805,150,94,53,167
24085,149,67,33,107
40802,328,237,131,455
2388,5,4,1,-6
34660,229,102,63,326
31080,232,109,70,214
47,0,0,0,0
47,0,0,0,-2
15949,99,49,18,79
36226,287,89,45,290
43209,283,137,84,276
20223,137,78,35,91
45601,310,185,79,364
47004,273,147,72,333
30846,161,137,65,166
15413,78,43,21,72
43250,251,170,103,439
53209,386,142,77,294
22462,139,89,50,160
6570,44,33,15,34
1153,4,4,2,-5
7108,46,33,15,26
310,0,1,0,-2
264,0,0,0,-2
10721,72,17,6,44
1931,7,7,3,10
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
41323,211,30,13,87
32850,200,67,27,193
15715,91,57,15,77
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
42847,242,200,91,187
14096,71,51,24,54
47072,311,140,68,370
37509,185,131,73,254
42420,310,146,67,244
26418,130,93,44,131
2307,18,2,2,26
1900,13,5,4,4
3314,20,11,3,8
8222,54,27,10,44
6409,37,13,5,33
37393,211,65,27,261
48371,407,175,94,355
37439,138,60,23,241
43609,345,214,115,349
10825,68,46,23,47
7088,37,10,8,21
33194,228,141,86,234
48653,245,126,70,351
26224,163,45,24,121
53708,369,226,127,499
898,2,1,1,0
33577,234,87,37,234
158,0,1,0,1
4363,24,19,8,19
38970,239,154,91,319
48623,307,132,79,390
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
8460,34,27,11,26
36627,203,116,59,205
41928,347,114,63,390
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
33078,266,144,75,273
3369,39,18,12,33
7277,54,29,11,33
23277,160,103,57,223
29810,282,126,68,271
25876,190,76,35,135
12903,55,29,10,28
559,0,1,0,-3
1185,0,0,0,0
505,0,2,0,-1
3111,10,14,3,6
39682,133,41,14,174
13531,35,20,8,42
65078,593,349,175,609
27505,109,46,17,92
42250,269,113,61,262
27575,135,99,47,194
6441,24,18,8,-5
45642,343,223,130,435
25136,197,78,38,109
2793,0,0,0,-8
27362,124,52,25,109
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
15860,98,33,19,72
10057,62,21,6,18
3661,8,6,3,14
45094,220,50,26,260
29032,127,105,52,155
23039,134,104,59,211
48448,282,102,49,253
35198,264,215,119,233
49568,293,177,94,340
34407,223,44,21,150
7711,36,16,3,12
12775,83,35,13,55
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
18363,156,103,58,138
23586,182,64,36,172
16206,148,72,31,118
39508,271,149,67,248
22826,126,49,29,110
55953,405,213,104,461
44825,234,66,19,196
633,5,1,1,5
273,4,1,1,3
37827,280,193,112,335
8334,66,31,18,54
50458,266,64,45,328
14577,55,37,17,76
5975,23,26,9,1
36660,166,85,40,174
31105,176,121,68,179
68,0,0,0,0
29157,262,145,73,261
4286,6,7,3,-5
879,3,2,0,-2
1265,4,3,2,8
2616,8,6,2,0
40714,292,159,66,273
43018,287,177,92,298
43355,259,88,48,303
41092,328,221,118,295
41139,293,39,18,147
41856,196,49,27,166
46761,325,215,121,513
26935,123,80,36,101
12043,71,58,33,72
35834,242,72,37,217
10137,39,34,15,32
29418,122,56,27,144
21791,145,39,17,116
44238,397,130,62,337
40715,241,151,82,237
1443,3,8,1,5
35187,164,69,27,285
49211,307,163,78,423
38512,242,179,107,342
35327,310,138,85,301
22203,135,66,32,77
32805,262,79,43,261
28036,213,147,88,266
439,1,3,0,-3
566,0,0,0,0
1208,0,0,0,2
32476,171,68,36,125
31240,243,86,44,235
21222,89,55,26,74
29467,176,80,41,199
37254,376,216,119,469
37784,283,146,61,324
30859,205,143,86,285
353,2,2,1,-1
33046,290,104,56,216
46389,343,115,69,407
26507,158,101,55,195
15208,119,74,50,110
34100,247,72,33,296
193,4,1,0,0
9402,36,22,17,57
43058,329,127,52,210
7060,18,13,5,10
58843,219,104,46,388
45669,286,186,106,347
9176,37,26,10,27
55952,366,259,135,344
15601,47,36,16,11
30823,225,89,36,149
32646,218,113,59,182
25849,133,92,40,107
50519,342,123,68,411
895,0,1,0,-1
11763,44,21,6,18
2146,13,10,4,-2
21452,110,77,44,131
45844,234,154,80,304
39939,172,120,63,236
47294,357,179,90,400
41260,401,150,68,327
10179,37,15,4,52
18895,77,39,11,59
47013,386,71,33,289
27928,113,55,17,133
10660,50,42,16,50
34093,176,118,57,126
40943,206,103,52,257
39726,316,97,54,432
28419,208,69,40,224
41560,214,113,53,214
13284,88,48,33,103
39912,244,103,61,280
35589,185,71,44,213
31698,208,55,23,215
4354,25,18,5,14
27858,250,165,95,218
27723,177,61,37,200
37413,260,118,66,306
33130,287,170,84,258
192,3,0,0,2
22948,192,78,41,157
194,0,0,0,1
6626,51,18,8,30
41406,264,105,52,238
13246,48,40,15,21
33420,214,90,34,214
40718,231,151,68,234
43028,352,207,109,358
1518,2,1,1,-1
28690,142,99,60,213
41810,353,254,141,411
36651,233,142,78,201
53373,209,80,32,212
4689,17,13,4,19
32716,182,93,40,194
21109,164,55,23,129
445,6,0,0,1
39828,208,88,38,208
45211,156,59,28,271
31276,247,186,99,208
33896,142,56,29,195
27743,100,50,26,134
50103,314,156,69,285
48446,348,203,106,341
34790,239,173,104,328
1155,4,2,1,5
42199,282,103,37,180
42868,461,203,106,509
77,0,0,0,1
35371,260,133,73,227
963,5,3,2,4
1217,3,2,1,-5
15160,69,46,22,32
37760,306,79,44,218
54964,323,185,81,460
53368,372,221,144,579
9279,55,22,12,64
54184,415,152,71,328
38985,203,101,51,248
23030,96,59,32,64
35620,226,142,91,332
36196,263,105,56,219
29433,171,75,35,69
15705,98,9,4,24
44465,355,104,53,263
57393,261,104,52,389
17329,120,65,36,160
38454,274,226,116,254
36966,343,132,65,302
45154,342,199,96,351
35201,145,58,27,158
13369,65,22,10,48
33556,269,169,102,320
37015,181,71,33,205
16092,66,23,11,41
23727,159,40,26,126
279,2,1,1,2
43854,365,194,107,398
27423,146,46,27,127
43316,252,121,72,332
29623,243,60,29,234
16720,102,41,14,94
280,0,0,0,-1
27381,202,120,78,277
8486,44,27,15,37
26125,149,38,17,161
20592,151,94,53,168
24540,151,69,33,108
42124,334,240,133,471
2388,5,4,1,-6
35877,235,105,65,337
32728,244,114,73,219
47,0,0,0,0
47,0,0,0,-2
15949,99,49,18,79
36854,293,90,45,294
44945,300,147,88,293
20223,137,78,35,91
47217,318,193,82,372
48902,292,149,74,362
31708,163,139,65,169
15778,78,44,21,70
44413,257,178,106,445
54801,402,145,79,310
22462,139,89,50,160
6570,44,33,15,34
1153,4,4,2,-5
7108,46,33,15,26
310,0,1,0,-2
264,0,0,0,-2
11984,83,18,6,61
2808,7,8,3,10
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
41812,214,31,13,90
32850,200,67,27,193
15715,91,57,15,77
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
44107,247,203,93,194
14096,71,51,24,54
48571,321,147,72,378
39091,191,138,76,256
44178,331,152,70,267
26839,131,94,44,134
2528,18,2,2,27
1900,13,5,4,4
3314,20,11,3,8
9817,70,32,13,62
7872,46,19,7,44
38717,221,67,28,277
48371,407,175,94,355
38515,143,60,23,245
44647,356,219,117,364
10825,68,46,23,47
8236,47,13,9,29
34402,235,147,89,243
50129,263,130,73,378
27269,172,46,24,128
55006,379,232,129,520
1015,6,3,3,4
34623,241,90,37,240
243,0,1,0,1
5502,32,30,11,25
40318,243,157,93,330
50450,320,136,81,415
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
8460,34,27,11,26
37371,210,119,61,212
43927,373,117,65,417
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
34423,274,150,78,281
3369,39,18,12,33
7277,54,29,11,33
24329,167,107,60,235
31377,294,132,71,276
26709,198,78,36,135
12903,55,29,10,28
559,0,1,0,-3
1185,0,0,0,0
505,0,2,0,-1
4396,19,20,6,15
40801,135,44,15,175
13914,35,20,8,41
67013,617,359,184,639
28442,112,46,17,92
43484,279,118,63,273
28636,143,104,49,197
6950,30,20,10,0
46518,343,224,130,436
25136,197,78,38,109
2793,0,0,0,-8
28428,138,54,26,124
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
17231,100,36,19,69
10838,65,22,6,18
4389,10,7,4,17
46239,223,51,26,260
30596,133,109,52,166
23784,139,106,60,223
49518,285,105,50,250
36241,270,220,122,237
50832,301,182,98,348
35618,233,48,23,160
7711,36,16,3,12
13344,85,36,14,55
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
485,1,0,0,1
19099,164,106,59,148
25005,190,68,37,180
17390,153,75,32,116
40531,276,152,68,257
24284,136,51,30,122
57839,420,219,105,485
46246,237,66,19,198
633,5,1,1,5
273,4,1,1,3
39160,293,201,117,354
8334,66,31,18,54
50458,266,64,45,328
15286,56,37,17,77
5975,23,26,9,1
38318,179,93,45,178
31105,176,121,68,179
68,0,0,0,0
29157,262,145,73,261
4959,10,8,4,-2
1600,6,4,1,3
2383,12,4,3,14
2616,8,6,2,0
41861,297,164,67,272
44340,293,183,95,298
45099,267,91,49,307
42345,337,228,121,299
42076,295,41,19,139
43584,204,49,27,171
48383,336,225,124,533
27205,123,80,36,101
12043,71,58,33,72
37044,244,74,38,217
10904,42,36,16,34
30910,125,58,27,149
22197,145,39,17,116
45629,404,133,64,339
42153,246,155,84,249
1443,3,8,1,5
36601,167,71,27,300
50000,311,169,80,424
39623,253,186,111,356
36230,319,144,88,312
23008,139,71,34,79
33855,271,84,45,263
29237,219,157,90,271
439,1,3,0,-3
566,0,0,0,0
1208,0,0,0,2
34020,179,70,37,127
32259,248,87,44,243
22324,95,58,26,85
30863,180,84,43,204
37254,376,216,119,469
39082,298,151,63,343
30859,205,143,86,285
353,2,2,1,-1
34026,295,108,57,216
46389,343,115,69,407
27242,160,103,56,200
15977,123,76,52,114
35779,273,73,33,323
493,6,1,0,5
10580,40,26,19,57
43058,329,127,52,210
7060,18,13,5,10
60710,226,106,48,397
47215,296,192,109,357
9944,39,27,11,30
57977,379,272,141,349
15976,47,37,16,12
30823,225,89,36,149
34776,225,119,61,179
26775,139,94,40,123
52486,364,131,73,439
902,0,1,0,0
11901,44,21,6,16
2397,13,10,4,-4
22413,114,81,46,137
47484,236,155,81,302
40907,174,121,64,237
48939,371,187,96,420
42447,417,155,72,341
10179,37,15,4,52
19655,87,45,14,66
48226,400,72,33,301
28821,115,58,18,137
10923,52,44,17,52
35056,176,120,57,131
42450,214,108,54,271
40601,322,101,55,433
30161,226,74,43,238
42610,218,117,55,218
13677,91,51,34,107
41380,254,108,65,296
36667,193,74,45,222
32970,210,56,24,215
4354,25,18,5,14
28269,250,166,95,217
28256,179,62,38,205
38391,264,121,68,313
34637,296,179,87,262
192,3,0,0,2
23641,199,78,41,163
194,0,0,0,1
6626,51,18,8,30
42457,268,108,54,240
13246,48,40,15,21
34717,215,92,34,215
40718,231,151,68,234
44218,364,211,112,366
1549,2,1,1,-1
29838,152,106,65,221
43062,361,262,143,427
37861,239,143,79,208
54525,210,80,32,215
4689,17,13,4,19
34369,200,100,46,223
23119,181,62,26,141
6,0,0,0,0
465,6,0,0,2
41323,217,93,41,215
46718,159,61,29,280
32022,251,191,101,210
34758,144,56,29,201
28368,103,51,26,137
51878,325,161,70,292
49615,352,207,108,342
36160,253,182,110,347
1155,4,2,1,5
43115,285,104,37,180
44326,480,206,107,537
77,0,0,0,1
37064,277,136,76,248
1020,5,3,2,4
1369,3,2,1,-6
15160,69,46,22,32
39436,314,80,45,217
57144,342,198,85,484
55059,390,229,151,606
9279,55,22,12,64
55944,428,154,71,338
40502,208,104,53,259
24072,109,62,35,75
37144,236,148,96,349
37497,265,110,57,219
29810,176,76,36,71
15985,98,9,4,21
45837,364,104,53,270
58642,271,106,53,402
18049,120,68,36,157
39518,279,232,118,255
38042,346,134,65,302
46370,353,206,100,360
36103,148,58,27,163
13957,65,23,10,47
34800,279,173,106,332
38246,189,72,34,210
16892,73,25,13,47
24265,163,40,26,129
279,2,1,1,2
44653,378,199,112,411
28207,146,47,27,125
44461,261,123,72,343
30983,251,65,30,239
16720,102,41,14,94
280,0,0,0,-1
28392,208,124,81,286
8486,44,27,15,37
27336,157,41,18,166
21661,163,100,56,183
25328,154,71,33,106
43243,343,246,137,487
2388,5,4,1,-6
37132,243,107,67,360
33581,246,116,74,224
47,0,0,0,0
47,0,0,0,-2
16555,105,51,20,83
37512,298,93,46,295
45819,300,149,88,293
20223,137,78,35,91
48411,324,201,85,375
50752,306,158,76,376
31708,163,139,65,169
16462,82,47,23,72
45696,266,187,110,456
56403,410,150,81,314
22462,139,89,50,160
6570,44,33,15,34
1153,4,4,2,-5
7108,46,33,15,26
310,0,1,0,-2
264,0,0,0,-2
13417,94,19,7,68
3876,15,13,7,22
1354,10,1,1,15
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
42397,217,31,13,89
33148,200,68,27,190
15715,91,57,15,77
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
45620,256,211,96,204
14096,71,51,24,54
50114,328,149,74,391
40357,202,147,81,265
45794,347,155,71,288
27623,137,96,46,147
2528,18,2,2,27
1900,13,5,4,4
3314,20,11,3,8
11632,91,37,15,85
8759,46,22,7,37
39924,233,70,31,287
49880,412,179,95,351
39708,153,64,25,259
45699,366,226,121,371
10825,68,46,23,47
8579,47,13,9,30
35272,239,150,91,246
51684,275,135,77,395
28662,183,47,25,139
56536,386,233,129,531
1015,6,3,3,4
34623,241,90,37,240
243,0,1,0,1
6850,42,39,16,29
41387,249,162,96,336
51792,330,139,84,430
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
8460,34,27,11,26
38965,232,130,69,243
45636,388,122,66,437
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
35275,276,153,79,284
3369,39,18,12,33
7277,54,29,11,33
25599,170,109,61,244
33161,307,139,74,284
27561,203,81,37,138
12903,55,29,10,28
559,0,1,0,-3
1185,0,0,0,0
505,0,2,0,-1
5454,24,24,7,11
470,0,1,0,0
42227,141,47,17,182
14705,38,20,8,45
68625,631,372,189,642
29710,125,51,22,110
44741,286,125,65,275
29306,147,107,51,201
7970,34,22,12,4
47665,344,224,130,443
25136,197,78,38,109
2793,0,0,0,-8
29216,138,56,26,122
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
18378,112,40,21,80
10838,65,22,6,18
5263,10,7,4,19
47451,230,53,27,269
32005,139,113,54,172
24668,145,111,63,234
50658,293,108,52,259
36807,274,226,124,236
51908,303,186,99,350
36612,241,48,23,171
7711,36,16,3,12
14185,91,37,14,62
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
589,1,0,0,1
20459,180,119,66,162
26169,193,69,37,178
18640,161,81,34,123
41697,288,155,71,268
25531,145,59,33,123
60027,441,227,111,511
47656,241,70,21,211
660,5,1,1,5
273,4,1,1,3
40296,303,209,120,363
8334,66,31,18,54
50458,266,64,45,328
16820,67,40,19,93
5975,23,26,9,1
39840,188,93,45,194
31105,176,121,68,179
68,0,0,0,0
29157,262,145,73,261
5371,15,8,4,1
2175,6,5,1,1
3139,15,4,3,13
27,0,0,0,0
2933,8,7,2,-1
43103,310,173,71,279
45595,301,190,97,305
46322,272,93,50,316
43503,348,234,125,315
42232,295,41,19,138
45309,222,53,30,185
49902,352,234,131,564
28335,135,88,41,116
12188,73,61,34,73
38438,257,78,39,232
11640,48,41,19,44
32573,134,59,27,150
23084,157,45,20,128
47808,426,136,66,359
43891,253,159,85,261
1443,3,8,1,5
38302,171,72,27,309
50000,311,169,80,424
41235,267,192,116,372
37273,332,149,90,320
23471,142,74,34,78
34980,277,84,45,271
29723,223,160,92,278
439,1,3,0,-3
1169,0,0,0,1
1208,0,0,0,2
35043,184,71,38,132
33299,251,88,44,245
22785,95,58,26,85
31616,188,86,44,212
38375,383,222,121,481
40423,306,152,63,354
32285,213,150,90,300
353,2,2,1,-1
34725,306,112,59,228
47876,362,120,73,429
27242,160,103,56,200
16137,123,76,52,114
37313,284,74,33,334
493,6,1,0,5
11535,40,26,19,55
43058,329,127,52,210
7060,18,13,5,10
62655,235,112,51,408
48988,304,196,111,368
10239,39,27,11,29
59825,385,277,143,356
16314,51,39,18,12
31329,225,91,36,147
36563,236,124,62,188
27607,140,95,40,125
53254,364,133,73,437
902,0,1,0,0
12340,47,23,6,16
3866,36,17,8,16
23410,120,89,49,148
48842,247,163,85,312
42249,180,124,67,243
50446,378,191,98,436
43417,424,159,74,342
11033,45,18,5,60
20642,93,47,15,74
49731,418,74,33,312
29413,115,59,18,137
10969,52,45,17,53
35944,178,124,58,131
43404,217,108,54,276
41731,330,104,56,437
31529,236,76,45,251
44088,226,121,57,232
14440,98,52,35,117
42325,257,108,65,303
37699,199,76,47,229
33783,218,60,27,222
4354,25,18,5,14
29084,259,172,99,228
29446,184,63,39,213
39578,282,128,71,326
35436,298,183,87,262
192,3,0,0,2
24121,202,79,41,166
194,0,0,0,1
