seconds,points,two_p,two_pm,value
8063,74,39,15,35
25317,115,25,13,117
7754,30,29,12,27
17867,101,73,44,178
26641,149,57,27,127
19101,155,135,72,108
27352,175,104,60,215
19803,112,25,11,65
7711,36,16,3,12
9409,59,27,9,28
27769,170,111,47,222
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
4615,30,29,11,12
20733,150,82,36,144
7012,41,18,11,33
31793,228,119,60,249
28348,151,47,13,116
455,5,1,1,6
93,2,0,0,2
19815,132,96,53,154
8334,66,31,18,54
27781,127,37,25,147
8369,28,19,10,42
5366,21,24,8,0
23837,115,59,27,117
16488,87,67,35,87
4,0,0,0,0
5572,52,24,9,51
1220,8,4,2,8
25743,180,103,42,162
22517,150,95,47,156
23427,149,54,28,170
21519,175,119,67,159
20631,141,16,9,64
23959,106,29,17,79
25443,167,119,66,270
15975,65,43,19,60
8009,45,39,21,46
17057,105,25,14,99
14855,65,30,16,75
14204,101,23,12,94
25141,233,76,40,210
23756,154,89,53,156
1443,3,8,1,5
15899,68,37,15,123
24807,131,84,35,199
20392,149,111,65,223
19772,166,79,45,163
10659,77,34,19,48
17735,133,41,23,128
16607,119,70,48,160
421,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
19280,98,42,20,59
16215,135,52,27,123
11815,44,30,13,47
14254,102,43,27,106
20653,192,109,54,247
18042,117,75,27,135
16377,115,83,47,146
353,2,2,1,-1
17577,127,44,17,81
24750,195,65,41,237
17208,99,62,34,142
10209,84,54,36,80
18492,130,37,18,154
275,0,0,0,2
29287,219,83,33,154
7060,18,13,5,10
31382,104,53,20,177
25653,169,106,61,193
5736,25,15,6,21
30051,192,139,72,185
7501,17,17,7,-14
14550,121,52,24,86
11709,60,27,14,54
12969,80,53,22,51
25842,148,52,29,203
758,0,1,0,0
3002,9,3,0,3
9094,42,27,19,42
23312,126,83,40,152
20490,98,74,37,126
23290,194,92,44,229
20529,187,77,32,141
6133,24,10,2,28
11609,50,23,9,38
25750,198,25,14,154
15636,66,26,7,79
6995,33,29,12,35
21066,105,78,35,73
20096,107,46,23,126
21962,161,49,29,220
16820,107,38,20,111
23065,129,62,27,127
7946,48,32,20,50
20964,107,50,27,115
17987,72,30,19,103
15450,121,31,11,121
4354,25,18,5,14
15901,146,99,55,124
13211,74,37,21,76
21306,154,73,38,171
15453,121,76,36,91
9472,86,28,16,77
109,0,0,0,0
6626,51,18,8,30
22848,153,58,30,125
13246,48,40,15,21
25169,169,70,28,174
21239,98,80,28,75
23496,179,105,53,176
1412,2,1,1,-1
11820,53,38,23,81
23250,191,144,79,219
18951,114,64,34,93
28660,121,43,19,124
4689,17,13,4,19
14594,75,38,19,60
445,6,0,0,1
21571,116,43,17,111
24468,89,32,13,178
19270,150,117,62,125
16603,64,21,10,59
17021,60,34,17,97
25542,151,84,37,129
27406,218,111,64,232
16243,101,82,44,127
774,4,1,1,4
23939,164,65,29,100
22718,235,96,53,287
13090,89,54,29,69
594,3,2,1,-2
9355,41,28,12,18
13088,109,30,18,68
29982,180,103,47,247
27836,200,121,77,296
3378,14,9,3,16
25846,195,71,29,160
19314,99,51,30,129
16403,75,48,26,52
19590,118,71,46,180
19540,153,54,31,145
21664,135,61,30,63
10910,64,5,2,17
24658,215,63,29,165
30954,139,55,29,196
4942,26,16,6,35
20466,137,118,58,131
19400,179,75,33,175
25631,193,112,56,186
17859,68,31,15,84
5456,19,9,5,16
19862,166,106,65,199
23869,124,43,25,148
9497,43,13,7,34
14906,104,23,15,90
26187,209,114,61,222
15648,71,27,17,58
26559,148,80,45,195
16847,155,33,18,156
7980,43,21,4,26
280,0,0,0,-1
14123,112,66,42,148
8486,44,27,15,37
12195,64,15,9,87
13042,105,63,37,116
11445,56,35,17,38
22140,187,137,76,250
1430,2,3,1,-6
16895,114,51,33,162
16852,116,48,35,113
47,0,0,0,0
47,0,0,0,-2
7297,42,21,8,28
20286,150,45,23,160
28424,195,96,59,200
14934,102,61,29,67
25517,171,103,43,198
27761,156,89,46,190
17654,110,86,46,129
9357,45,24,12,33
23875,140,92,57,239
29347,217,75,40,168
10891,60,36,21,81
6570,44,33,15,34
615,4,2,2,0
2269,13,11,5,10
1947,10,7,2,8
4146,37,22,13,47
19580,121,38,22,118
25128,116,19,8,41
24205,160,57,22,162
13204,87,52,15,73
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
24593,176,120,66,162
14096,71,51,24,54
24512,177,78,35,204
17071,74,51,26,110
21866,163,84,40,114
11969,46,33,14,54
20505,114,43,17,145
26273,212,103,55,190
20841,67,37,13,116
27144,202,136,67,213
8854,55,38,18,34
6310,37,9,8,23
16895,109,71,45,111
28583,154,75,42,194
14698,96,26,16,86
31854,221,137,79,295
89,0,0,0,-1
13877,95,40,17,87
77,0,1,0,0
19897,127,81,48,150
23819,148,69,44,203
879,2,4,1,-1
7181,27,14,7,35
135,0,1,0,-3
4392,8,11,2,-1
18438,106,66,32,109
24697,213,69,41,240
20154,112,62,27,124
4674,24,20,8,14
24000,223,49,31,191
2009,20,18,10,9
21080,173,89,50,163
3369,39,18,12,33
7277,54,29,11,33
12193,84,50,30,121
10464,89,44,21,83
7489,42,26,13,28
3853,18,7,4,20
23172,79,22,9,106
6850,17,11,3,29
36654,312,194,95,318
14139,57,28,11,60
26367,159,75,41,164
16426,86,61,32,130
2815,8,10,3,1
24495,220,141,86,270
25136,197,78,38,109
2793,0,0,0,-8
16935,74,29,12,74
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
9389,83,41,15,35
26612,120,27,14,121
9456,32,31,13,27
18688,109,78,47,186
27895,158,61,29,132
20057,161,141,75,110
29346,186,112,64,227
20597,120,26,12,72
7711,36,16,3,12
9409,59,27,9,28
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
5656,37,34,14,19
21427,157,85,39,150
8319,49,20,12,43
33044,230,123,61,254
30060,166,52,15,130
455,5,1,1,6
93,2,0,0,2
20492,136,100,55,162
8334,66,31,18,54
29776,140,40,27,163
8369,28,19,10,42
5366,21,24,8,0
25036,120,62,28,120
18023,102,75,42,109
4,0,0,0,0
7202,65,33,14,63
1323,8,4,2,8
27658,197,110,46,181
24071,164,98,48,165
24540,149,54,28,174
22415,178,122,67,157
21616,155,18,10,71
25061,106,29,17,77
26883,177,125,69,280
16972,65,44,19,60
8472,47,42,22,46
18489,108,27,14,101
15641,68,31,16,79
14895,102,23,12,93
26850,250,82,41,229
25209,170,94,55,168
1443,3,8,1,5
17825,71,40,15,128
26421,143,87,38,215
21655,155,115,67,229
20727,176,83,47,171
11140,77,34,19,47
18039,133,41,23,127
17425,128,75,52,172
421,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
19878,101,42,20,58
17560,149,58,28,133
12253,44,32,13,45
14953,109,43,27,119
21816,203,118,58,260
19162,124,78,27,140
17460,117,85,48,149
353,2,2,1,-1
18737,134,47,19,86
26392,209,67,43,254
18111,109,65,37,151
10515,86,55,37,79
20035,141,41,20,166
275,0,0,0,2
31185,241,86,35,172
7060,18,13,5,10
33124,118,56,23,209
26553,171,108,62,195
6031,25,15,6,19
32099,204,146,77,199
7558,17,18,7,-15
16050,133,53,24,100
12437,60,30,14,47
13621,85,55,24,52
27618,157,61,33,212
758,0,1,0,0
3406,9,4,0,1
9502,44,28,20,41
24175,130,86,42,151
22189,105,76,39,140
24713,198,94,46,233
21610,197,80,33,141
6543,27,10,2,34
12685,54,23,9,47
27530,210,28,14,159
16502,68,28,8,79
7272,34,32,12,33
22059,112,82,38,83
21220,110,48,23,129
23233,174,55,31,242
16820,107,38,20,111
24839,149,72,35,150
7946,48,32,20,50
20964,107,50,27,115
19063,74,32,20,106
17120,128,35,13,128
4354,25,18,5,14
16726,150,103,56,127
14302,84,38,22,89
22615,156,75,39,175
17028,139,86,42,110
10796,91,32,17,78
194,0,0,0,1
6626,51,18,8,30
24779,159,62,31,131
13246,48,40,15,21
25169,169,70,28,174
22683,108,85,32,90
24224,187,108,56,182
1412,2,1,1,-1
12732,65,44,28,102
24592,201,149,81,232
20623,128,73,39,108
29930,124,45,20,120
4689,17,13,4,19
16158,88,41,20,76
1137,3,1,0,3
445,6,0,0,1
22444,118,44,18,118
26118,92,32,13,186
20319,164,127,69,136
17335,66,22,11,65
17682,61,34,17,95
27335,162,87,39,144
28837,228,118,69,238
17057,108,85,47,136
774,4,1,1,4
25484,169,68,30,99
24170,252,108,56,304
14763,109,63,36,84
954,3,2,1,-2
9681,43,29,13,19
14704,125,34,20,79
31586,191,107,49,271
29764,212,126,81,317
3604,16,11,4,17
27928,215,76,32,173
19314,99,51,30,129
17481,77,48,26,61
20752,130,78,51,194
20348,156,54,31,145
21988,135,61,30,63
11622,70,5,2,21
25870,220,66,31,169
32520,141,57,30,193
5655,33,20,9,49
21858,149,126,63,144
20729,187,80,36,181
26806,207,122,59,193
18652,73,34,16,88
5723,19,10,5,13
20846,173,109,66,204
25624,139,48,25,163
9923,43,13,7,34
15294,104,23,15,88
27363,222,121,66,240
17036,95,28,17,87
27547,150,80,45,200
16847,155,33,18,156
7980,43,21,4,26
280,0,0,0,-1
15098,120,70,45,157
8486,44,27,15,37
12195,64,15,9,87
13983,113,70,40,127
12530,61,36,18,43
22763,196,142,80,267
2069,2,4,1,-8
18179,123,56,36,176
18111,124,55,39,121
47,0,0,0,0
47,0,0,0,-2
8939,57,26,10,48
21618,164,52,26,169
28424,195,96,59,200
14934,102,61,29,67
27029,181,106,46,209
29137,160,93,48,194
18672,113,89,47,129
10252,45,25,12,31
25492,147,96,59,258
30943,233,80,43,177
12546,71,43,25,92
6570,44,33,15,34
615,4,2,2,0
2932,16,15,6,9
310,0,1,0,-2
26,0,0,0,0
1947,10,7,2,8
4911,40,23,13,48
19580,121,38,22,118
26631,124,19,8,43
25710,164,59,23,166
13415,87,52,15,75
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
25888,180,128,68,163
14096,71,51,24,54
26005,181,80,36,212
17940,78,52,27,115
23130,165,87,41,117
13391,50,38,16,55
21596,126,45,18,158
27769,220,106,55,195
22238,75,38,13,128
28445,211,141,70,225
9718,61,41,21,46
6310,37,9,8,23
17940,122,75,48,122
30078,156,78,43,202
15611,101,27,17,83
33348,237,145,85,320
89,0,0,0,-1
14781,99,43,18,91
77,0,1,0,0
21544,137,88,52,163
25179,154,72,47,206
879,2,4,1,-1
7181,27,14,7,35
135,0,1,0,-3
4392,8,11,2,-1
19927,112,73,35,109
26014,224,71,42,253
20154,112,62,27,124
4674,24,20,8,14
25110,228,50,31,191
2009,20,18,10,9
21969,180,93,52,172
3369,39,18,12,33
7277,54,29,11,33
12946,87,53,31,129
11770,96,49,23,85
8674,55,31,17,40
4797,24,11,4,22
24439,82,25,9,105
7996,20,13,4,30
38642,336,203,101,338
14966,57,29,11,60
27319,164,76,42,168
16977,90,62,33,138
3354,10,11,4,1
26344,230,146,89,289
25136,197,78,38,109
2793,0,0,0,-8
18344,74,31,12,68
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
10861,101,47,17,42
27706,123,30,15,117
11253,36,38,15,30
18688,109,78,47,186
29564,167,63,30,140
21410,168,146,78,123
31134,199,118,69,235
21886,131,29,13,76
7711,36,16,3,12
9646,59,27,9,30
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
6458,42,35,15,25
1971,20,7,7,22
22724,163,90,40,157
9279,55,23,12,47
34806,242,127,63,270
31302,174,52,15,140
455,5,1,1,6
93,2,0,0,2
21548,148,108,60,173
8334,66,31,18,54
31266,146,41,28,177
9135,29,19,10,48
5366,21,24,8,0
26590,134,68,31,136
18993,111,81,46,119
4,0,0,0,0
8105,69,36,14,66
1323,8,4,2,8
28146,199,112,46,186
24984,171,102,50,171
26040,164,58,31,194
24213,190,131,71,166
22928,163,19,10,78
26022,106,29,17,77
28418,191,131,73,300
18329,75,49,22,69
9230,49,43,23,50
19867,120,29,14,115
16329,69,33,16,78
15958,110,25,12,100
27496,250,84,41,225
26028,170,95,55,169
1443,3,8,1,5
19080,71,42,15,135
27943,158,97,43,232
23053,171,124,74,247
22155,193,91,54,190
12075,81,37,21,51
19283,142,45,25,137
18201,132,79,54,176
421,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
20550,106,43,21,65
19093,158,61,31,145
13314,52,35,14,55
15695,119,45,28,126
22683,211,122,59,269
20411,135,80,29,156
18506,120,86,48,159
353,2,2,1,-1
19842,144,52,21,92
27471,214,69,43,258
18772,110,67,37,147
11205,90,57,39,76
21330,153,45,23,184
275,0,0,0,2
32946,253,90,36,177
7060,18,13,5,10
34751,122,59,25,218
27872,184,118,67,205
6790,25,19,6,17
33690,212,151,80,204
7652,17,18,7,-15
17087,139,54,24,101
13416,71,35,18,65
14394,87,58,25,49
29256,171,65,37,226
758,0,1,0,0
3828,9,4,0,0
10753,60,38,26,63
25591,139,91,45,166
23333,105,76,39,144
25574,206,98,48,235
22578,205,86,36,143
6543,27,10,2,34
13298,54,24,9,46
29338,228,33,17,178
17238,68,28,8,87
7272,34,32,12,33
23598,126,89,42,90
22884,117,51,24,143
24478,191,58,33,261
16820,107,38,20,111
26418,154,74,35,161
7946,48,32,20,50
22022,114,53,29,120
20557,84,38,25,114
18283,132,39,14,134
4354,25,18,5,14
17951,158,110,60,127
15593,84,39,22,90
23479,156,75,39,173
18195,153,95,45,123
11710,98,36,19,86
194,0,0,0,1
6626,51,18,8,30
26797,169,64,32,140
13246,48,40,15,21
25169,169,70,28,174
24692,126,91,34,110
25842,204,120,62,198
1412,2,1,1,-1
14067,75,50,32,112
25605,214,156,86,248
22428,138,80,41,116
32473,134,50,20,133
4689,17,13,4,19
17660,99,43,22,96
2294,3,5,0,-7
445,6,0,0,1
24283,133,50,21,131
27522,96,35,15,184
21142,176,135,74,149
19650,81,28,13,91
18545,65,36,19,98
28461,164,90,40,143
30667,241,127,73,246
18302,113,87,48,147
1078,4,1,1,4
26941,179,71,31,107
25964,269,112,58,320
16387,121,66,38,93
1107,3,2,1,-5
10028,43,32,13,15
16649,136,37,22,85
33416,205,115,53,288
31084,223,131,86,343
4354,23,14,5,23
29819,239,78,33,200
19314,99,51,30,129
17935,81,50,28,65
22611,147,89,58,219
21401,156,55,31,144
22769,137,63,31,63
11989,73,6,2,18
27316,233,68,33,185
34277,157,62,33,216
6326,36,20,9,52
23173,155,128,65,151
21734,194,83,37,183
28119,211,132,61,189
19779,76,35,16,88
6048,24,11,6,19
21880,180,114,69,213
26904,150,50,26,174
10234,43,13,7,35
15710,106,25,16,90
28482,234,126,69,259
18159,102,32,19,90
28522,150,80,45,202
17785,157,36,19,158
8477,46,21,4,27
280,0,0,0,-1
15982,130,75,48,175
8486,44,27,15,37
12764,66,16,10,89
13983,113,70,40,127
13811,85,38,19,66
24279,203,148,82,276
2069,2,4,1,-8
19604,136,61,40,193
19142,129,59,40,122
47,0,0,0,0
47,0,0,0,-2
9581,59,27,10,46
22665,169,56,27,166
28424,195,96,59,200
14934,102,61,29,67
28785,191,114,51,219
30518,166,97,49,206
19401,115,96,48,124
10967,51,27,14,38
26941,155,102,63,267
33061,250,85,46,190
14110,87,54,31,106
6570,44,33,15,34
1153,4,4,2,-5
3635,16,19,6,2
310,0,1,0,-2
26,0,0,0,0
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
27996,132,19,8,46
26970,167,59,23,167
13653,87,52,15,76
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
27176,186,132,70,172
14096,71,51,24,54
27455,195,85,40,232
19367,87,57,30,124
24326,171,89,43,124
15073,63,43,20,72
171,4,2,2,5
22588,132,46,19,171
29377,229,114,59,203
23586,81,39,14,134
28445,211,141,70,225
10214,65,43,22,47
6310,37,9,8,23
19814,145,88,56,143
31506,160,81,45,208
16879,108,30,18,89
35051,250,151,88,338
89,0,0,0,-1
16064,106,47,19,97
77,0,1,0,0
23051,150,93,57,180
26438,163,75,48,216
879,2,4,1,-1
7181,27,14,7,35
245,0,1,0,-5
4656,12,13,3,4
20612,116,76,36,114
27136,231,73,43,258
20154,112,62,27,124
4674,24,20,8,14
26278,240,51,31,205
2009,20,18,10,9
23684,205,104,61,207
3369,39,18,12,33
7277,54,29,11,33
13575,93,56,33,137
12937,107,51,23,98
9907,69,34,18,66
5938,28,12,4,28
26242,85,27,9,114
8593,22,14,5,33
40790,354,214,107,355
16093,63,30,11,62
28487,169,79,43,169
17780,92,66,34,138
3354,10,11,4,1
27941,238,154,91,295
25136,197,78,38,109
2793,0,0,0,-8
19526,79,32,12,78
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
12436,121,53,20,55
28864,131,33,16,125
12480,40,44,17,31
19298,111,79,48,193
30659,169,65,31,141
22187,173,150,79,129
32653,212,125,73,246
22962,140,29,13,85
7711,36,16,3,12
10202,62,28,9,30
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
7281,46,38,16,26
3740,35,16,12,33
1390,12,8,2,10
24151,173,96,44,166
9965,62,23,12,53
36663,266,138,72,292
32398,177,53,15,144
455,5,1,1,6
93,2,0,0,2
22936,155,113,62,185
8334,66,31,18,54
32500,159,45,31,191
9359,29,19,10,48
5366,21,24,8,0
28409,141,70,33,150
19842,120,87,50,126
4,0,0,0,0
9525,79,41,15,83
1699,8,4,2,7
28146,199,112,46,186
26864,182,108,54,186
27538,170,62,33,201
25599,208,138,76,186
24435,179,20,11,92
27222,109,30,17,81
29980,204,138,76,316
19167,82,51,23,74
9313,49,43,23,49
20636,125,32,16,109
901,0,4,0,-5
17338,77,37,20,88
17065,117,30,14,104
28476,260,88,43,230
26835,173,99,56,169
1443,3,8,1,5
20700,73,44,15,149
29334,167,98,43,244
24433,174,128,75,248
22892,195,95,55,191
13005,97,41,24,71
20139,150,47,26,144
18634,138,83,57,183
421,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
21702,108,44,22,70
20132,167,61,31,156
14260,59,38,16,59
16585,122,46,28,126
23712,220,124,61,278
21663,147,86,32,164
19587,126,92,51,167
353,2,2,1,-1
20872,150,58,24,99
28336,222,73,46,271
19372,118,70,39,159
12039,99,62,42,86
22612,160,46,23,194
275,0,0,0,2
33950,269,92,38,192
7060,18,13,5,10
36612,128,63,27,232
29588,200,128,72,223
7065,25,19,6,16
35229,219,158,83,211
8119,21,20,8,-8
17890,141,55,25,103
14561,73,38,19,63
15209,87,60,25,51
31263,203,71,40,262
758,0,1,0,0
4196,12,5,0,3
11401,64,41,28,65
27162,146,96,48,182
24727,110,80,41,147
27369,216,106,51,249
23503,211,87,36,145
7092,31,12,3,39
13971,57,25,9,52
31000,243,35,18,187
17869,68,30,8,81
8204,39,33,13,42
23598,126,89,42,90
24104,120,53,25,140
26271,206,62,36,283
16820,107,38,20,111
28050,157,76,35,162
7946,48,32,20,50
23186,123,57,32,133
21416,90,38,25,118
19305,134,41,15,133
4354,25,18,5,14
19330,167,114,63,139
15901,88,43,23,96
24871,165,78,42,186
19208,154,98,45,124
13148,113,39,20,97
194,0,0,0,1
6626,51,18,8,30
28045,180,66,33,152
13246,48,40,15,21
25388,172,70,28,177
26553,141,99,40,131
27437,213,126,65,215
1412,2,1,1,-1
14800,75,52,32,113
27231,227,161,90,264
23233,141,82,42,116
34526,145,57,24,145
4689,17,13,4,19
18198,99,44,22,94
3616,18,10,2,6
445,6,0,0,1
25279,139,50,21,139
29119,100,35,15,194
22220,182,138,75,158
20511,85,28,13,95
19112,65,36,19,98
30393,176,95,43,156
31982,254,135,77,258
19592,117,92,50,158
1078,4,1,1,4
28226,187,77,33,110
27043,287,119,61,334
18202,134,71,41,105
1107,3,2,1,-5
10297,45,33,14,17
18300,144,39,23,92
34980,213,120,55,304
32671,234,144,91,354
4631,23,15,5,23
31621,255,85,38,209
20652,106,54,31,140
18534,84,52,29,69
23805,157,95,63,231
22149,158,57,32,141
23335,137,64,31,58
12671,75,6,2,16
28720,245,73,35,193
35699,157,66,33,212
7137,41,24,11,58
24045,156,132,65,147
22730,203,87,40,189
29269,220,134,63,198
20948,82,37,17,89
6048,24,11,6,19
22979,182,118,70,213
28198,152,54,27,174
11152,49,13,7,40
16575,115,28,19,101
30120,250,133,73,275
19431,118,33,20,108
29537,154,83,47,212
18932,168,37,20,174
8477,46,21,4,27
280,0,0,0,-1
16595,137,77,50,183
8486,44,27,15,37
13502,71,19,10,95
13983,113,70,40,127
14726,90,40,20,69
25722,218,160,89,293
2069,2,4,1,-8
20992,142,64,41,206
20171,138,66,43,129
47,0,0,0,0
47,0,0,0,-2
10383,64,28,11,49
23868,171,58,27,176
28424,195,96,59,200
15968,110,64,30,72
30064,203,120,53,241
31939,184,108,55,220
20546,124,102,50,136
11789,51,30,14,36
28196,163,111,66,284
34628,264,88,47,205
15119,95,56,33,115
6570,44,33,15,34
1153,4,4,2,-5
4033,21,20,7,7
310,0,1,0,-2
26,0,0,0,0
867,6,0,0,1
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
29263,136,21,8,42
28041,170,62,23,165
14249,87,54,15,74
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
28743,195,144,74,180
14096,71,51,24,54
29040,214,90,44,255
20713,90,61,31,131
25228,175,93,44,122
16676,72,47,22,85
365,4,2,2,4
23483,139,47,20,179
30886,236,119,61,208
24767,87,40,14,146
28445,211,141,70,225
10825,68,46,23,47
6766,37,10,8,23
21490,149,97,58,151
32984,169,84,47,227
18027,113,32,19,90
36023,262,154,91,353
745,2,1,1,-2
17401,128,49,19,120
158,0,1,0,1
24773,156,98,59,197
27969,176,79,50,233
879,2,4,1,-1
7181,27,14,7,35
245,0,1,0,-5
4656,12,13,3,4
22177,129,81,41,127
28556,239,76,44,263
20154,112,62,27,124
4674,24,20,8,14
26820,240,51,31,201
2009,20,18,10,9
24607,206,106,61,207
3369,39,18,12,33
7277,54,29,11,33
14165,97,60,35,144
14598,129,58,28,123
11107,73,40,20,67
6784,28,13,4,20
27556,90,28,10,120
9679,22,15,5,34
42744,380,222,112,388
16928,74,31,12,70
29269,174,80,44,174
18369,92,67,34,135
3753,13,12,5,1
29596,250,163,97,313
25136,197,78,38,109
2793,0,0,0,-8
19758,81,33,13,78
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
14351,150,60,24,80
1239,0,1,0,-2
29745,142,33,16,139
14081,45,50,19,40
19928,114,85,49,194
32284,182,71,31,156
22851,173,152,79,126
34256,224,133,77,263
24291,153,32,15,98
7711,36,16,3,12
10437,65,29,10,35
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
8305,52,42,17,28
4811,38,18,12,33
2727,24,12,5,17
24730,182,98,46,172
11104,67,26,13,60
38185,278,142,74,309
33966,180,55,15,149
455,5,1,1,6
93,2,0,0,2
23669,161,115,64,194
8334,66,31,18,54
33690,175,46,32,208
10125,31,20,11,52
5420,21,24,8,0
29898,145,72,35,152
21248,133,94,54,142
4,0,0,0,0
11133,93,49,20,97
1699,8,4,2,7
28146,199,112,46,186
27663,182,112,54,190
29169,176,63,33,210
26509,218,145,81,191
26029,194,21,11,99
28301,111,31,18,80
31936,221,148,83,339
20530,87,54,24,84
9313,49,43,23,49
22339,140,38,19,126
1866,1,9,0,-11
18233,77,38,20,85
18198,127,34,16,113
29743,275,91,45,246
27905,177,105,58,173
1443,3,8,1,5
21968,73,45,15,150
30858,181,103,46,264
25688,178,131,77,255
23811,202,97,57,204
13218,97,42,24,69
21177,156,48,27,155
19775,154,93,65,200
421,1,3,0,-2
541,0,0,0,0
768,0,0,0,1
22465,115,48,24,76
21485,179,64,33,170
14668,59,39,16,60
17041,125,46,28,125
24867,243,132,68,306
23494,160,93,36,183
20747,128,95,52,175
353,2,2,1,-1
22053,166,66,31,113
29536,235,75,48,286
20262,124,74,42,167
12278,101,63,43,87
23976,162,48,23,190
275,0,0,0,2
35609,276,95,39,195
7060,18,13,5,10
38448,134,68,30,245
30644,208,131,74,235
7444,25,20,6,14
36429,230,166,87,218
8940,27,22,10,-1
19234,150,63,28,108
15449,82,45,22,68
15980,93,64,28,60
32783,213,75,42,269
758,0,1,0,0
4722,12,6,0,1
11573,64,42,28,64
28527,150,98,49,187
26195,116,83,44,157
29067,225,112,55,267
25040,222,92,39,153
7828,32,12,3,37
14692,62,28,9,57
32177,246,35,18,183
18430,71,30,8,80
9666,48,39,15,49
23598,126,89,42,90
25207,122,54,26,146
27815,220,68,40,296
16823,107,38,20,111
29856,163,79,38,167
7946,48,32,20,50
24712,141,60,34,154
22532,95,42,26,118
20161,135,41,15,135
4354,25,18,5,14
20579,183,121,67,156
16249,88,43,23,97
25988,171,80,42,193
20356,161,102,48,132
14435,127,44,23,114
194,0,0,0,1
6626,51,18,8,30
28716,182,68,34,153
13246,48,40,15,21
26919,176,73,28,184
28222,155,102,42,150
28928,222,135,68,221
1412,2,1,1,-1
15543,79,55,33,117
28888,250,172,99,298
24142,152,86,45,129
35834,149,58,25,153
4689,17,13,4,19
18929,99,47,22,87
4906,30,16,5,14
445,6,0,0,1
26482,153,55,25,158
30316,103,35,15,196
23071,188,144,77,169
22052,100,31,15,120
20120,69,38,21,98
31793,186,101,46,168
33394,259,139,79,267
20740,129,103,56,167
1155,4,2,1,5
29085,187,77,33,107
28270,304,126,65,354
77,0,0,0,1
20135,144,81,46,114
1115,3,2,1,-5
10297,45,33,14,17
19917,157,42,24,102
36747,226,123,57,319
34321,248,149,96,376
5591,30,16,6,33
33221,269,91,41,218
22381,118,59,35,159
19720,90,54,31,81
24646,165,98,66,240
22936,162,60,33,144
23847,140,64,31,60
12974,81,7,3,20
30363,261,76,36,205
37569,161,67,34,216
8034,48,27,12,66
25013,160,134,67,151
23487,207,89,41,192
30447,228,138,66,213
21445,82,37,17,87
6651,29,13,7,24
24159,192,121,73,229
30028,161,58,29,185
11152,49,13,7,40
17152,119,30,21,104
31278,256,140,76,280
20281,118,34,20,103
30567,160,84,48,220
20079,184,41,23,197
9164,48,22,5,27
280,0,0,0,-1
17863,141,78,51,197
8486,44,27,15,37
14670,78,22,12,101
14285,116,71,41,131
15968,94,44,22,71
26552,222,167,91,300
2069,2,4,1,-8
22362,154,71,45,217
20171,138,66,43,129
47,0,0,0,0
47,0,0,0,-2
11331,71,35,14,50
24823,176,59,28,181
29945,205,103,64,207
16519,112,66,30,74
31509,212,126,56,251
32881,185,108,55,222
21590,130,106,53,141
12053,51,30,14,35
29552,167,113,67,298
35997,270,92,50,209
16163,104,61,37,126
6570,44,33,15,34
1153,4,4,2,-5
4447,25,24,9,9
310,0,1,0,-2
26,0,0,0,0
1962,18,1,1,6
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
31001,147,22,9,51
28041,170,62,23,165
14776,90,55,15,80
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
29978,199,148,75,184
14096,71,51,24,54
30706,226,95,47,259
21807,96,66,34,139
26642,175,97,44,114
18458,84,56,27,96
869,10,2,2,13
24812,152,47,20,191
32964,257,126,67,229
25838,92,43,16,150
28445,211,141,70,225
10825,68,46,23,47
7088,37,10,8,21
22556,162,103,62,164
34918,173,85,47,249
19125,118,33,19,91
37752,284,165,98,370
745,2,1,1,-2
18774,130,54,20,119
158,0,1,0,1
25966,163,102,62,209
29275,182,82,51,234
879,2,4,1,-1
7181,27,14,7,35
245,0,1,0,-5
4868,12,13,3,5
23291,134,85,42,129
29508,246,77,45,269
20154,112,62,27,124
4674,24,20,8,14
28318,252,55,32,204
2009,20,18,10,9
25847,215,109,63,223
3369,39,18,12,33
7277,54,29,11,33
15156,105,68,38,150
15975,137,66,32,128
12130,79,42,20,71
7878,35,17,7,24
27967,90,28,10,125
10710,26,17,7,37
44673,401,232,120,411
18029,78,36,14,73
